Datetime,Adj Close,Close,High,Low,Open,Volume
2025-02-07 14:30:00+00:00,604.5830078125,604.5830078125,608.1300048828125,603.77001953125,606.8900146484375,9511824
2025-02-07 15:30:00+00:00,602.0004272460938,602.0004272460938,605.5399780273438,601.1799926757812,604.5,10254527
2025-02-07 16:30:00+00:00,601.7000122070312,601.7000122070312,602.9099731445312,600.6400146484375,602.0499877929688,8443554
2025-02-07 17:30:00+00:00,603.3142700195312,603.3142700195312,603.75,601.2999877929688,601.6099853515625,2472669
2025-02-07 18:30:00+00:00,600.5892944335938,600.5892944335938,603.6500244140625,600.4199829101562,603.3300170898438,3499707
2025-02-07 19:30:00+00:00,600.4000244140625,600.4000244140625,601.5999755859375,600.0499877929688,600.6090698242188,3536559
2025-02-07 20:30:00+00:00,600.77001953125,600.77001953125,601.260009765625,600.3699951171875,600.3900146484375,7304928
2025-02-10 14:30:00+00:00,604.72998046875,604.72998046875,604.7899780273438,602.739990234375,604.030029296875,6518758
2025-02-10 15:30:00+00:00,604.3099975585938,604.3099975585938,605.3300170898438,604.0499877929688,604.739990234375,3340580
2025-02-10 16:30:00+00:00,603.6286010742188,603.6286010742188,604.489990234375,603.2108154296875,604.3198852539062,2268410
2025-02-10 17:30:00+00:00,604.6799926757812,604.6799926757812,604.989990234375,603.6400146484375,603.6500244140625,1584659
2025-02-10 18:30:00+00:00,605.1900024414062,605.1900024414062,605.4998779296875,604.5599975585938,604.6801147460938,1947261
2025-02-10 19:30:00+00:00,604.8900146484375,604.8900146484375,605.3699951171875,604.719970703125,605.239990234375,2722364
2025-02-10 20:30:00+00:00,604.7899780273438,604.7899780273438,605.030029296875,604.24462890625,604.8800048828125,4621939
2025-02-11 14:30:00+00:00,604.1500244140625,604.1500244140625,604.260009765625,602.4299926757812,602.5499877929688,4597937
2025-02-11 15:30:00+00:00,604.5800170898438,604.5800170898438,605.219970703125,604.0,604.1599731445312,3045094
2025-02-11 16:30:00+00:00,604.3200073242188,604.3200073242188,604.8900146484375,603.0999755859375,604.6199951171875,4016033
2025-02-11 17:30:00+00:00,603.9691772460938,603.9691772460938,604.4299926757812,603.5,604.3400268554688,1783848
2025-02-11 18:30:00+00:00,604.7216186523438,604.7216186523438,605.2999877929688,603.9500122070312,603.97998046875,2792435
2025-02-11 19:30:00+00:00,605.27001953125,605.27001953125,605.8599853515625,604.7100219726562,604.719970703125,3820622
2025-02-11 20:30:00+00:00,605.2100219726562,605.2100219726562,605.5800170898438,604.6099853515625,605.280029296875,5206725
2025-02-12 14:30:00+00:00,601.4349975585938,601.4349975585938,602.3599853515625,598.510009765625,599.2000122070312,18533540
2025-02-12 15:30:00+00:00,600.659912109375,600.659912109375,603.3200073242188,600.1699829101562,601.4439697265625,3948328
2025-02-12 16:30:00+00:00,603.7899780273438,603.7899780273438,603.989990234375,600.5999755859375,600.6300048828125,4270148
2025-02-12 17:30:00+00:00,603.5700073242188,603.5700073242188,604.5499877929688,603.0900268554688,603.780029296875,2558860
2025-02-12 18:30:00+00:00,603.0800170898438,603.0800170898438,603.7598876953125,602.530029296875,603.5899047851562,2782930
2025-02-12 19:30:00+00:00,603.3200073242188,603.3200073242188,604.22998046875,603.0599975585938,603.113525390625,4147162
2025-02-12 20:30:00+00:00,603.3599853515625,603.3599853515625,603.5900268554688,602.5700073242188,603.3250122070312,4583717
2025-02-13 14:30:00+00:00,606.0800170898438,606.0800170898438,606.419921875,603.2000122070312,604.47998046875,7644302
2025-02-13 15:30:00+00:00,606.6900024414062,606.6900024414062,607.489990234375,606.0,606.0848999023438,3563588
2025-02-13 16:30:00+00:00,606.5399780273438,606.5399780273438,606.9600219726562,605.719970703125,606.7000122070312,2320305
2025-02-13 17:30:00+00:00,606.2000122070312,606.2000122070312,606.969970703125,604.989990234375,606.3200073242188,2449362
2025-02-13 18:30:00+00:00,608.280029296875,608.280029296875,608.4099731445312,605.3099975585938,606.2000122070312,5699770
2025-02-13 19:30:00+00:00,609.5798950195312,609.5798950195312,609.7100219726562,608.1422119140625,608.280029296875,5920998
